Zoning_Subdistrict,Zoning_District,Article,Map_Number,Subdistrict_Type,Subdistrict_Use,Unique_Code,Condition_Number,Condition_Text,Additional_Restrictions_or_Foot,Municode_Reference_to_Restricti,Max_FAR,Max_Height,Front_Setback,Side_Setback,Rear_Setback,Max_Dwelling_Units_Per_Area,Max_Number_of_Floors,Dwelling_Units_Factor,Amendment_Number,Latest_Amendment_Effective_Date,Color_Hex_Code,Urban_CustomID,Urban_Name,Comments,created_user,created_date,last_edited_user,last_edited_date,Shape_Length,Shape_Area,shape_wkt
3F-4000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB002-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.086936163326536,0.000054406417474,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.006683336564320,0.000000923437938,
OS,Roxbury Neighborhood,50,6A-6C,Open Space,Open Space,Art50_OS,0,,,,,,,,,,,,,,#38A800,ART50-SUB018-0,ART50-Open Space,,,,GIS,5/7/2025 19:30:57,0.002943825915217,0.000000406117583,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.002966703541049,0.000000447855648,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.006634674076879,0.000001208084298,
OS-RC,Roxbury Neighborhood,50,6A-6C,Recreation Open Space,Open Space,Art50_OS-RC,0,,,,,,,,,,,,,,#38A800,ART50-SUB023-0,ART50-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.005170221736860,0.000001802966915,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.001525204283300,0.000000144496304,
OS-RC,Roxbury Neighborhood,50,6A-6C,Recreation Open Space,Open Space,Art50_OS-RC,0,,,,,,,,,,,,,,#38A800,ART50-SUB023-0,ART50-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.006354324016400,0.000002702391166,
DIMOCK STREET CF,Roxbury Neighborhood,50,6A-6C,Community Facilities,Community/Institutional,Art50_DIMOCK STREET CF,0,,,,2.000000000000000,45.000000000000000,,,20.000000000000000,,,,,,#004B6E,ART50-SUB008-0,ART50-Community Facilities,,,,GIS,5/7/2025 19:30:57,0.008680090041843,0.000004500830036,
3F-4000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB002-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.061540225478753,0.000037638679161,
OS-P,Roxbury Neighborhood,50,6A-6C,Parkland Open Space,Open Space,Art50_OS-P,0,,,,,,,,,,,,,,#38A800,ART50-SUB022-0,ART50-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.001895494871676,0.000000154481237,
COMMUNITY COLLEGE CF,Roxbury Neighborhood,50,6A-6C,Community Facilities,Community/Institutional,Art50_COMMUNITY COLLEGE CF,0,,,,2.000000000000000,45.000000000000000,,,20.000000000000000,,,,,,#004B6E,ART50-SUB007-0,ART50-Community Facilities,,,,GIS,5/7/2025 19:30:57,0.027497386161214,0.000012502001008,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.086505008930027,0.000041410314331,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.012112626544623,0.000003826292056,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.007566046414794,0.000001752949069,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.008340724664646,0.000001794199813,
NEWMARKET GATEWAY INDUSTRIAL,Newmarket Industrial Commercial Neighborhood District,90,6E,Industrial Commercial,Mixed-Use,Art90,0,,,,2.000000000000000,,,,12.000000000000000,,,,,,#ad3800,ART90-SUB002-0,ART90-Industrial Commercial,,,,GIS,5/7/2025 19:30:57,0.030962492224129,0.000036162514476,
3F-5000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-5000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB003-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.037715950824796,0.000037718670943,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.001409064316648,0.000000118717563,
OS-RC,Roxbury Neighborhood,50,6A-6C,Recreation Open Space,Open Space,Art50_OS-RC,0,,,,,,,,,,,,,,#38A800,ART50-SUB023-0,ART50-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.007910782326779,0.000002242453006,
GROVE HALL IDA,Roxbury Neighborhood,50,6A-6C,Industrial Development Area,Industrial,Art50_GROVE HALL IDA,0,,,,2.000000000000000,65.000000000000000,,,12.000000000000000,,,,,,#65345F,ART50-SUB012-0,ART50-Industrial Development Area,,,,GIS,5/7/2025 19:30:57,0.026628949378600,0.000009640838926,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.005309148872626,0.000001049934295,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.007723417189547,0.000002019273376,
3F-4000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB002-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.094255143933007,0.000057241646346,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.006151591837592,0.000001349164781,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.019265683896375,0.000006992520269,
OS-RC,Roxbury Neighborhood,50,6A-6C,Recreation Open Space,Open Space,Art50_OS-RC,0,,,,,,,,,,,,,,#38A800,ART50-SUB023-0,ART50-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.002166520995610,0.000000277045744,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.013930751909236,0.000004362071967,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.006674907668379,0.000001750550192,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.006507228896352,0.000001733059004,
GROVE HALL NS,Roxbury Neighborhood,50,6A-6C,Neighborhood Shopping,Commercial,Art50_GROVE HALL NS,0,,,,1.000000000000000,45.000000000000000,,,20.000000000000000,,,,,,#990300,ART50-SUB013-0,ART50-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.017193421438351,0.000007785904583,
3F-5000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-5000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB003-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.019741414716187,0.000008537804937,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.006343285320998,0.000000927024554,
2F,Roxbury Neighborhood,50,6A-6C,Two-Family Residential,Medium Residential,Art50_2F,0,1 & 2 Family Detached,,,0.600000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART50-SUB001-0,ART50-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.009347569017013,0.000004267650498,
OS-UW,Roxbury Neighborhood,50,6A-6C,Urban Wild Open Space,Open Space,Art50_OS-UW,0,,,,,,,,,,,,,,#38A800,ART50-SUB025-0,ART50-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.002370157847513,0.000000307503352,
3F-4000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB002-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.013333343029826,0.000003528622585,
3F-5000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-5000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB003-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.009944052990648,0.000002857891742,
3F-6000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-6000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB003-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.008083688435667,0.000002149911292,
3F-4000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB002-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.006705009288969,0.000001892701644,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.009939409178482,0.000003517317423,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.009514576564359,0.000001804854295,
OS-P,Roxbury Neighborhood,50,6A-6C,Parkland Open Space,Open Space,Art50_OS-P,0,,,,,,,,,,,,,,#38A800,ART50-SUB022-0,ART50-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.002850060477019,0.000000255216724,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.009965003041936,0.000002398855069,
MFR/LS,Roxbury Neighborhood,50,6A-6C,Multifamily Residential/Local Services,Medium Residential,Art50_MFR/LS,0,,,,1.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB015-0,ART50-Multifamily Residential/Local Services,side yard setback conditional on neighboring structure,,,GIS,5/7/2025 19:30:57,0.005610360412164,0.000001499858195,
3F-4000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB002-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.081645775704200,0.000057595148455,
OS-G,Roxbury Neighborhood,50,6A-6C,Community Garden Open Space,Open Space,Art50_OS-G,0,,,,,,,,,,,,,,#38A800,ART50-SUB021-0,ART50-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.002298107731687,0.000000312122219,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.035224638756223,0.000017365203633,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.001577723139908,0.000000125745863,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.002063098538342,0.000000233996680,
WASHINGTON PARK MALL NS,Roxbury Neighborhood,50,6A-6C,Neighborhood Shopping,Commercial,Art50_WASHINGTON PARK MALL NS,0,,,,1.000000000000000,45.000000000000000,,,20.000000000000000,,,,,,#990300,ART50-SUB032-0,ART50-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.008320939312529,0.000003588776901,
3F-4000,Roxbury Neighborhood,50,6A-6C,Three-Family Residential,Medium Residential,Art50_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB002-0,ART50-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.025937326558954,0.000014422428450,
MFR,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB014-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.027673928810646,0.000012058472555,
OS-RC,Roxbury Neighborhood,50,6A-6C,Recreation Open Space,Open Space,Art50_OS-RC,0,,,,,,,,,,,,,,#38A800,ART50-SUB023-0,ART50-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.013084258994565,0.000009151588720,
OS-P,Roxbury Neighborhood,50,6A-6C,Parkland Open Space,Open Space,Art50_OS-P,0,,,,,,,,,,,,,,#38A800,ART50-SUB022-0,ART50-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.003731688355583,0.000000344178357,
OS-P,Roxbury Neighborhood,50,6A-6C,Parkland Open Space,Open Space,Art50_OS-P,0,,,,,,,,,,,,,,#38A800,ART50-SUB022-0,ART50-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.004541776496055,0.000000530696825,
WARREN STREET CF,Roxbury Neighborhood,50,6A-6C,Community Facilities,Community/Institutional,Art50_WARREN STREET CF,0,,,,2.000000000000000,45.000000000000000,,,20.000000000000000,,,,,,#004B6E,ART50-SUB031-0,ART50-Community Facilities,,,,GIS,5/7/2025 19:30:57,0.015689729037536,0.000005716367966,
OS-RC,Roxbury Neighborhood,50,6A-6C,Recreation Open Space,Open Space,Art50_OS-RC,0,,,,,,,,,,,,,,#38A800,ART50-SUB023-0,ART50-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.003332452666336,0.000000513932092,
OS-RC,Roxbury Neighborhood,50,6A-6C,Recreation Open Space,Open Space,Art50_OS-RC,0,,,,,,,,,,,,,,#38A800,ART50-SUB023-0,ART50-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.003495261734896,0.000000661566378,
NEWMARKET CORE INDUSTRIAL,Newmarket Industrial Commercial Neighborhood District,90,6E,Industrial Commercial,Mixed-Use,Art90,0,,,,2.000000000000000,,,,12.000000000000000,,,,,,#ad3800,ART90-SUB001-0,ART90-Industrial Commercial,,,,GIS,5/7/2025 19:30:57,0.024924568539038,0.000023584198319,
NEWMARKET IDA,Roxbury Neighborhood,50,6A-6C,Multifamily Residential,Medium Residential,Art50_MFR,0,1 or 2 Family Detached,,,1.000000000000000,35.000000000000000,20.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB017-0,ART50-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.032087784232628,0.000025481618292,
RH,Roxbury Neighborhood,50,6A-6C,Row House Residential,Medium Residential,Art50_RH,0,Row House Building or Town House Building,,,1.000000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,3.000000000000000,,,,#8B8400,ART50-SUB026-0,ART50-Row House Residential,,,,GIS,5/7/2025 19:30:57,0.005225662828598,0.000001105052250,
LI,Greater Mattapan Neighborhood,60,8ABC,Local Industrial,Industrial,Art60_LI,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#65345F,ART60-SUB006-0,ART60-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.012560671415620,0.000004129094843,
MFR,Greater Mattapan Neighborhood,60,8ABC,Multifamily Residential,Medium Residential,Art60_MFR,0,Semi-attached Dwelling Row House Building or Town House Building,,,0.900000000000000,35.000000000000000,15.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB007-0,ART60-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.018811988905783,0.000012609881337,
NS,Greater Mattapan Neighborhood,60,8ABC,Neighborhood Shopping,Commercial,Art60_NS-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#990300,ART60-SUB010-0,ART60-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.018853020653194,0.000005827077629,
OS-CM,Greater Mattapan Neighborhood,60,8ABC,Cemetery Open Space,Open Space,Art60_OS-CM,,,,,,,,,,,,,,,#38A800,ART60-SUB011-0,ART60-Cemetery Open Space,,,,GIS,5/7/2025 19:30:57,0.009603298228666,0.000004744305983,
OS-RC,Greater Mattapan Neighborhood,60,8ABC,Recreation Open Space,Open Space,Art60_OS-RC,,,,,,,,,,,,,,,#38A800,ART60-SUB014-0,ART60-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.020826807772765,0.000022874647409,
MFR,Greater Mattapan Neighborhood,60,8ABC,Multifamily Residential,Medium Residential,Art60_MFR,0,Semi-attached Dwelling Row House Building or Town House Building,,,0.900000000000000,35.000000000000000,15.000000000000000,0.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART60-SUB007-0,ART60-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.013796879652644,0.000009367263148,
LC,Greater Mattapan Neighborhood,60,8ABC,Local Convenience,Commercial,Art60_LC,0,,,,0.800000000000000,35.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#990300,ART60-SUB005-0,ART60-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.017214710002054,0.000003726118755,
EPS,Greater Mattapan Neighborhood,60,8ABC,Enterprise Protection,Miscellaneous,Art60_EPS,0,,,,0.500000000000000,45.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,,,,,,#535353,ART60-SUB004-0,ART60-Enterprise Protection,,,,GIS,5/7/2025 19:30:57,0.045877459483437,0.000085123755986,
LC,Greater Mattapan Neighborhood,60,8ABC,Local Convenience,Commercial,Art60_LC,0,,,,0.800000000000000,35.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#990300,ART60-SUB005-0,ART60-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.008245112226735,0.000001961801410,
LC,Greater Mattapan Neighborhood,60,8ABC,Local Convenience,Commercial,Art60_LC,0,,,,0.800000000000000,35.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#990300,ART60-SUB005-0,ART60-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.010802084715221,0.000002349777582,
CF,Greater Mattapan Neighborhood,60,8ABC,Community Facilities,Community/Institutional,Art60_CF,0,,,,3.000000000000000,55.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#004B6E,ART60-SUB003-0,ART60-Community Facilities,,,,GIS,5/7/2025 19:30:57,0.024298757490661,0.000015996506893,
R2,Greater Mattapan Neighborhood,60,8ABC,Two-Family Residential,Medium Residential,Art60_2F-3000,0,1 & 2 Family Detached,,,0.800000000000000,35.000000000000000,15.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART60-SUB017-0,ART60-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.010661080895318,0.000003661585455,
NI,Greater Mattapan Neighborhood,60,8ABC,Neighborhood Institutional,Community/Institutional,Art60_NI,0,,,,2.000000000000000,55.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,,,,,,#004B6E,ART60-SUB009-0,ART60-Neighborhood Institutional,,,,GIS,5/7/2025 19:30:57,0.010995020991286,0.000006279302840,
OS-G,Greater Mattapan Neighborhood,60,8ABC,Community Garden Open Space,Open Space,Art60_OS-G,,,,,,,,,,,,,,,#38A800,ART60-SUB012-0,ART60-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.001954670778569,0.000000171017934,
OS-UW,Greater Mattapan Neighborhood,60,8ABC,Urban Wild Open Space,Open Space,Art60_OS-UW,0,,,,,,,,,,,,,,#38A800,ART60-SUB015-0,ART60-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.002298184439603,0.000000294101236,
OS-G,Greater Mattapan Neighborhood,60,8ABC,Community Garden Open Space,Open Space,Art60_OS-G,,,,,,,,,,,,,,,#38A800,ART60-SUB012-0,ART60-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.001203507912246,0.000000085105462,"MULTIPOLYGON (((-71.079421768999964 42.29689533800007, -71.079240004999974 42.296911583000053, -71.079054663999955 42.29692814200007, -71.079062922999981 42.296983723000039, -71.079070164999962 42.297032456000068, -71.079087374999972 42.297153534000074, -71.079097115999957 42.297152692000054, -71.079457177999984 42.297121541000081, -71.079460219999987 42.297121278000077, -71.07944204599994 42.296999682000035, -71.079425796999942 42.296894978000068, -71.079421768999964 42.29689533800007)))"
OS-G,Greater Mattapan Neighborhood,60,8ABC,Community Garden Open Space,Open Space,Art60_OS-G,,,,,,,,,,,,,,,#38A800,ART60-SUB012-0,ART60-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.001287425285986,0.000000092765570,"MULTIPOLYGON (((-71.083171266999955 42.301290906000077, -71.083032810999953 42.301361461000056, -71.083019702999934 42.301368142000058, -71.083306340999968 42.301552710000067, -71.083426832999976 42.301451666000048, -71.083560243999955 42.301339499000051, -71.083560374999934 42.301339390000066, -71.083557664999944 42.30133784700007, -71.083381293999935 42.301237447000062, -71.083328823999977 42.30120757800006, -71.083171266999955 42.301290906000077)))"
